PlayerID,First Name,Last Name,School,Pos,Pos2,Archetype,Arch2,OVR_Grade,Height,Weight,Event,40Yard,Bench,3Cone,Shuttle,Vert,Broad,Wonderlic,ThrowDist,ThrowAcc,InsideRun,OutsideRun,Catching,RouteRun,PassBlock,RunBlock,PassRush,RunStop,ManCov,ZoneCov,LBCov,Kickoff,FG,PuntDist,CoffinPunt,G_Speed,G_Agility,G_Strength,G_ThrowPower,G_ThrowAcc,G_Catch,G_Carry,G_RouteRun,G_RunBlock,G_PassBlock,G_Tackle,G_RunDef,G_PassRush,G_ManCov,G_ZoneCov,G_KickPow,G_KickAcc,G_PuntPow,G_PuntAcc,G_IQ
20582,Yannick,Last Name,MICH,RB,,Receiving,,B+,70,195,Big Ten Pro Day,4.56,24,6.59,3.98,37,125,0,0.00,0.00,6.35,7.28,3.50,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,A+,B,B-,B,A+,B-,A+,C-,A+,B,D+,C-,A+,B,F,C+,F,D-,A+
21078,Tanner,Tolliver,WISC,RB,,Balanced,,B-,71,216,Big Ten Pro Day,4.34,38,6.70,4.22,37,128,0,0.00,0.00,8.29,8.17,5.50,2.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B,A,C-,B+,A,A+,C-,C-,A+,B,F,B,B+,B-,F,D,C+,D+,A+
21661,Josh,Jackson,MICH,RB,,Speed,,B-,71,204,Big Ten Pro Day,4.32,34,7.00,4.13,36,130,0,0.00,0.00,8.12,8.06,4.50,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,B,A,B,D+,C,A+,D-,D-,B,A+,C-,C-,C,B-,C-,D-,B-,D-,A+
24988,Franklin,Riggins,WASH,RB,,Power,,A+,66,195,Big Ten Pro Day,4.32,43,6.51,3.98,41,134,0,0.00,0.00,8.71,8.83,7.62,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A+,A+,C,A+,A,A+,B+,B-,A+,C-,D+,B-,A+,B,D-,B-,B-,C-,A+
75762,Louis,Mcgowan,MIST,RB,,Speed,,B+,71,195,Big Ten Pro Day,4.30,29,6.74,4.01,37,129,0,0.00,0.00,7.88,7.67,6.50,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,C-,A,C-,B,B-,C,D-,B,D+,C+,D-,B-,C+,A,D-,D-,C,D+,A+
19978,Patrick,Hernandez,NEB,WR,,Possession,,A+,73,188,Big Ten Pro Day,4.36,30,6.51,3.99,40,131,0,0.00,0.00,0.00,0.00,10.00,8.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A,B+,A,B,A+,A+,A,B-,B,A+,A-,C,A+,B,C-,C-,C+,C-,A+
20274,Tyler,Looney,IND,WR,,Possession,,A+,73,195,Big Ten Pro Day,4.34,38,6.83,3.94,39,131,0,0.00,0.00,0.00,0.00,9.12,7.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A,A,B-,C+,A+,A,B-,B,C+,B+,C+,C-,A+,C+,F,C-,B-,D+,A+
21060,Tyler,Huber,USC,WR,,Route Runner,,B,69,176,Big Ten Pro Day,4.50,30,6.57,4.08,39,133,0,0.00,0.00,0.00,0.00,5.38,6.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,A,C-,C-,D+,C,B-,C,C,D-,D-,C,D-,C+,B-,F,D,F,D-,B+
74007,Brien,Walker,PNST,WR,,Speed,,A+,71,195,Big Ten Pro Day,4.30,34,6.72,3.95,41,132,0,0.00,0.00,0.00,0.00,6.50,9.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,B-,A+,A+,B-,A+,B-,C+,D-,C+,C+,C+,B,B+,D+,D,D-,D,A+
74064,Roberto,Reyes,IND,WR,,Possession,,B+,73,195,Big Ten Pro Day,4.48,29,6.68,4.13,39,131,0,0.00,0.00,0.00,0.00,9.12,6.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B-,B+,B,A,A-,A-,B,C-,F,C,C-,C-,C-,A+,D-,D-,C-,C+,C+
74397,James,Tomer,OHST,WR,,Speed,,B-,73,186,Big Ten Pro Day,4.32,28,6.85,4.15,37,129,0,0.00,0.00,0.00,0.00,6.75,6.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,C-,C,A,A-,C-,A+,C,C-,C-,B,D+,B,A,B,C-,C-,A-,D+,C
75391,James,Oreilly,WISC,WR,,Route Runner,,B,70,173,Big Ten Pro Day,4.47,31,6.56,4.10,38,132,0,0.00,0.00,0.00,0.00,6.12,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A,B,C,C-,C+,C,A,C-,C+,A,F,C-,D+,B,D+,F,C,D,C
20048,Rayshawn,Zeller,MICH,TE,,Blocking,,B-,77,253,Big Ten Pro Day,4.50,49,6.68,3.92,40,130,0,0.00,0.00,0.00,0.00,5.12,5.54,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A,A+,B+,B,C,A-,B,A+,A+,A,D+,A+,C+,B,D,D-,C-,C+,B-
20277,Lance,Rogers,PNST,TE,,Vertical Threat,,B,77,229,Big Ten Pro Day,4.42,45,6.52,4.02,39,129,0,0.00,0.00,0.00,0.00,7.00,7.23,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A,A+,A,A-,A,A+,B,A-,A-,A+,B-,A,A+,B+,F,D-,D-,C,A
19988,Darius,Mauer,PNST,OT,OG,Run Blocking,Run Blocking,A,77,288,Big Ten Pro Day,5.67,48,7.08,4.05,37,125,0,0.00,0.00,0.00,0.00,0.00,0.00,6.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,A+,A+,A+,A,B-,B,D+,A+,A-,A+,B,A+,A-,A+,C-,D+,B,C-,A+
74014,Shawn,Johnson,PNST,OT,,Run Blocking,,B+,77,295,Big Ten Pro Day,5.14,52,6.66,3.99,37,128,0,0.00,0.00,0.00,0.00,0.00,0.00,7.41,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,A+,A+,A-,B,A+,B,C,A+,A-,A-,A-,A+,A,A-,A-,D-,F,B-,A
74253,Mohammad,Rennie,USC,OT,,Balanced,,B-,77,299,Big Ten Pro Day,5.60,47,7.00,4.30,34,122,0,0.00,0.00,0.00,0.00,0.00,0.00,7.53,7.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,B,A,A+,B,A-,A,D-,A,B+,A+,B,B,C,C+,C-,F,D+,C,A+
74326,Blake,Fitkin,OREG,OT,,Pass Blocking,,A-,74,284,Big Ten Pro Day,5.46,46,6.92,4.19,34,124,0,0.00,0.00,0.00,0.00,0.00,0.00,8.00,7.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A,B-,B,C+,A+,C+,D-,B,B+,A+,C+,A,B,A+,C,C-,F,B-,A+
75646,Richard,Stuby,RUTG,OG,,Pass Blocking,,B-,76,277,Big Ten Pro Day,5.42,43,7.38,4.49,35,123,0,0.00,0.00,0.00,0.00,0.00,0.00,7.18,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,C+,B-,C,B-,C-,A-,F,C,B,F,B-,D+,C+,B,F,D-,D-,D-,B
74008,Timothy,Doak,IND,C,,Pass Blocking,,B+,77,295,Big Ten Pro Day,5.17,46,6.90,4.32,35,122,0,0.00,0.00,0.00,0.00,0.00,0.00,8.24,6.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A,A-,A,B,A+,A+,D+,B,A+,A-,C+,B,A+,A+,C,F,D+,D+,B
20205,Tom,Coulombe,PNST,DE,,Speed Rusher,,B+,76,235,Big Ten Pro Day,4.39,38,6.72,3.85,39,130,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,A,A+,A+,A+,A,A-,D-,B,D-,A,B,A+,C+,B,C-,F,C+,C-,B
20260,Bobby,Terrero,PNST,DE,DT,Run Stopper,Balanced,A,75,297,Big Ten Pro Day,4.51,47,6.70,3.97,37,125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.75,7.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A,A+,B+,C+,A-,C,B-,D,D-,A+,A+,B,A+,B,D+,D+,C,C,A
78995,Miles,Choudhry,MINN,DE,,Speed Rusher,,A+,77,243,Big Ten Pro Day,4.39,39,6.51,3.79,39,134,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.75,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A-,A+,A+,A-,A,C+,F,C-,A+,A+,A,A+,A+,C-,B,C,D+,A+
20049,Jonathan,Waguespack,MICH,DT,,Nose Tackle,,B-,74,301,Big Ten Pro Day,5.26,41,7.26,4.05,35,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.75,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B,A-,B,B,A+,A+,B-,C-,D-,B,A+,C+,B+,B-,C,D-,F,C-,A
21355,Shalom,Taylor,WISC,DT,,Nose Tackle,,B-,76,311,Big Ten Pro Day,5.42,48,7.08,4.12,35,125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,6.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D+,B-,A+,C-,A+,C,A-,C-,C+,D-,B+,A+,C-,B+,C,F,F,D+,D,B-
74015,Santosh,Vo,MINN,DT,,Pass Rusher,,A,74,285,Big Ten Pro Day,5.26,38,7.03,4.04,36,123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.75,5.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A,A+,A-,A,A+,F,C-,D-,A+,C+,A+,C+,A+,D-,C-,D,C+,A+
74058,Jeffrey,Dorsch,MIST,DT,,Pass Rusher,,B,74,281,Big Ten Pro Day,5.06,39,6.95,3.94,34,122,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,6.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,A-,C+,B,A,A-,C-,C-,B,D+,A-,B,A+,B,A,C+,D-,C,D,A-
74267,Willie,Dillard,ILLI,DT,,Nose Tackle,,C+,75,302,Big Ten Pro Day,5.56,47,6.88,4.04,33,123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,7.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,C-,A+,A,C,B,B,D+,F,D-,A,B+,C+,A-,C+,C,B-,C+,D+,B
21319,Jason,Jenkins,PURD,ILB,,Field General,,A-,72,224,Big Ten Pro Day,4.64,35,6.85,4.05,37,133,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,0.00,0.00,7.87,0.00,0.00,0.00,0.00,B,A,B,B,B,C-,D+,F,F,F,B,B-,A-,B-,A,D-,F,D-,D,A
74340,Larry,Muhammad,UMD,ILB,,Coverage,,B-,73,227,Big Ten Pro Day,4.64,40,6.66,4.17,39,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.18,0.00,0.00,8.93,0.00,0.00,0.00,0.00,C,B,C+,A,C+,A-,B,D+,C,F,A,B-,B,A,A-,D+,D+,C,C-,C
74394,Calvin,Wagner,NW,ILB,,Field General,,C,72,229,Big Ten Pro Day,4.56,41,6.74,4.12,37,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.18,0.00,0.00,7.07,0.00,0.00,0.00,0.00,B-,C-,B-,C+,C,B-,A-,D-,D-,C-,B,C,B-,C-,B+,C-,C-,B-,C,B
19985,Hisashi,Rudock,PNST,OLB,ILB,Coverage,Coverage,A,73,235,Big Ten Pro Day,4.36,39,6.85,3.95,38,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.71,0.00,0.00,8.67,0.00,0.00,0.00,0.00,A-,B-,B,A+,B,B,C+,C-,C-,F,A+,A+,B,A+,A,C-,F,C-,C,A+
20176,Paul,Garcia,UCLA,OLB,,Coverage,,B,73,232,Big Ten Pro Day,4.53,39,6.66,4.10,36,130,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.47,0.00,0.00,8.13,0.00,0.00,0.00,0.00,B,A-,B,A+,C+,A+,A-,C-,D-,C-,A-,A+,C,B+,A+,D,D+,F,C-,B
20018,Saquon,Gotay,PNST,CB,,Man Coverage,,B-,72,192,Big Ten Pro Day,4.42,26,6.76,3.94,37,130,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.11,8.62,0.00,0.00,0.00,0.00,0.00,A,B,A,B,C,C,A-,A+,D+,C-,B-,C-,B,A,B-,D-,B-,B,C,A+
20037,Trae,Williams,WISC,CB,,Man Coverage,,A,70,188,Big Ten Pro Day,4.39,23,6.45,3.95,39,134,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.56,8.00,0.00,0.00,0.00,0.00,0.00,B+,B,A+,C+,A+,C-,A-,B+,D-,D-,C+,D,A+,A+,B+,C+,B,C+,C-,A+
21381,Jordan,Ross,PURD,CB,,Zone Coverage,,B,70,185,Big Ten Pro Day,4.64,24,6.81,4.17,34,122,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,7.62,0.00,0.00,0.00,0.00,0.00,C+,C,A-,B,B+,C-,A+,F,D,F,A,B+,B+,C,B,D+,C-,D-,D+,B+
74453,John,Thomas,MIST,CB,,Zone Coverage,,B-,70,180,Big Ten Pro Day,4.56,28,6.57,4.05,39,123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.56,8.12,0.00,0.00,0.00,0.00,0.00,B,C,C-,B,C-,D,C+,D-,C-,D,B-,C-,D+,C,A,F,D+,F,D+,C+
74643,Michael,Allen,NW,CB,,Ball Hawk,,C+,70,189,Big Ten Pro Day,4.42,22,6.52,3.99,35,126,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,7.12,0.00,0.00,0.00,0.00,0.00,C,A,D+,C,A-,B+,C-,C,D,F,A,A-,C,C+,B-,F,B-,C,F,C+
76914,David,Bagley,IOWA,CB,,Ball Hawk,,C-,71,182,Big Ten Pro Day,4.48,24,6.95,4.26,36,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,5.00,0.00,0.00,0.00,0.00,0.00,C+,C-,B+,D+,A-,B,C-,C-,F,F,C-,B-,C-,C-,D-,C-,D+,D+,F,D
20876,Jermaine,Huang,IND,FS,,Zone Coverage,,B-,72,190,Big Ten Pro Day,4.98,23,7.05,4.12,33,117,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.89,7.25,0.00,0.00,0.00,0.00,0.00,C,B-,C,D+,C-,C,B,D-,F,F,C,C+,F,D,A,F,C-,D-,F,B+
20020,Kyle,Walker,MINN,SS,,Man Coverage,,B+,72,209,Big Ten Pro Day,4.42,27,6.97,3.99,33,126,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,5.75,0.00,0.00,0.00,0.00,0.00,B,A,D,C+,C,F,A,B,A-,F,B,B-,C-,A,B,D-,D,D+,D-,C
20825,Sam,Jacobs,WISC,SS,,Zone Coverage,,B-,71,195,Big Ten Pro Day,4.59,26,6.81,4.07,33,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,6.75,0.00,0.00,0.00,0.00,0.00,B-,C,C,C+,C+,C-,C+,D,D,F,C,B+,F,C,A,C,D,C,F,A+
75366,Monte,Bazante,OREG,SS,,Man Coverage,,C+,72,201,Big Ten Pro Day,4.44,29,6.95,4.22,33,126,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.78,6.25,0.00,0.00,0.00,0.00,0.00,A,B,B-,C+,C+,C,C,D+,D-,D+,C-,D,D+,B-,B,C-,D-,F,D+,C+
20099,Alcides,Holden,UTAH,QB,,Scrambler,,B,74,236,Big 12 Pro Day,4.30,37,6.62,4.05,39,131,0,6.47,8.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,A+,A+,A-,B-,C-,A,C-,C-,C,A+,A-,D+,C+,A+,D-,D+,D,D,A+
20375,Dzanan,Reid,WVU,QB,,Pocket,,A,76,225,Big 12 Pro Day,4.50,36,7.41,4.43,33,121,0,9.41,9.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,C,A,A+,B+,B,C-,B,F,D,A+,C,A,B,C+,C+,D-,D+,D,C+
74374,Derek,Arbogast,BAYL,QB,,Balanced,,C+,74,197,Big 12 Pro Day,4.59,34,6.78,4.19,35,127,0,8.24,8.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,B,B+,A-,B,B,C,B,F,C,A,C-,C+,A-,B-,C+,D-,D,C+,B-
20068,Yefry,Norman,COLO,RB,,Balanced,,B+,72,218,Big 12 Pro Day,4.33,35,6.83,3.88,38,130,0,0.00,0.00,8.12,8.28,5.25,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B+,A+,C+,B,B,A+,D,C+,A-,B,F,B,A+,B,D+,C+,C,C-,A
20140,Michael,March-Lillard,WVU,RB,,Speed,,A,70,194,Big 12 Pro Day,4.31,35,6.64,4.08,38,130,0,0.00,0.00,8.41,7.72,5.00,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A,A+,B-,B-,D+,C,A+,A,C+,C,A,A+,C,C-,B,B-,A+
20203,Joe,Lopez,UTAH,RB,,Power,,A+,72,233,Big 12 Pro Day,4.48,34,7.03,4.17,35,121,0,0.00,0.00,7.41,7.39,6.75,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,B,A+,B,A,C,A+,D+,C,A+,A+,B-,A-,C+,B,D+,C+,B,D+,A+
21770,Dae-Ho,Whitehead,UHOU,RB,,Receiving,,A,69,201,Big 12 Pro Day,4.32,35,6.43,3.86,39,130,0,0.00,0.00,8.06,8.83,8.00,5.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,A+,A,C,C-,A+,B,A+,F,A-,B-,F,D-,A-,D+,C-,D-,D-,C-,A+
74312,Marcus,Hammond,KSST,RB,,Speed,,A-,70,197,Big 12 Pro Day,4.30,29,6.78,4.05,39,128,0,0.00,0.00,9.24,7.94,6.00,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A-,A,A-,B+,B-,B+,C,F,A,B,D+,B,C+,C+,D-,C-,D-,C,A-
74855,Matthew,Alba,UCF,RB,,Balanced,,A,70,214,Big 12 Pro Day,4.40,36,6.76,3.90,38,129,0,0.00,0.00,8.12,8.61,5.62,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,A+,A+,C+,A+,B-,A+,D-,F,A-,A,B-,B,C-,C-,D-,D+,F,C-,A+
75792,Douglas,Messier,IAST,RB,,Power,,B,70,218,Big 12 Pro Day,4.39,33,6.83,4.28,37,127,0,0.00,0.00,7.71,7.61,4.50,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,B,A+,A-,B-,C-,A+,F,F,A+,C,D-,D,B-,B,F,C-,D,D-,A
24986,Tyler,Prochnow,BAYL,WR,,Speed,,A+,70,175,Big 12 Pro Day,4.30,41,6.44,3.79,44,142,0,0.00,0.00,0.00,0.00,9.38,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A,A+,A,A+,A,A+,A+,C-,C+,B,C,B,A+,C+,B-,D,A-,C-,A
74104,George,Williams,UHOU,WR,,Speed,,B,71,192,Big 12 Pro Day,4.30,26,6.92,4.22,35,121,0,0.00,0.00,0.00,0.00,6.25,7.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,B,B-,C,B,B,A,C-,B-,C+,C+,A,A-,A,A-,C-,C,C-,C-,C+
74183,Jorge,Sanchez,CINC,WR,,Route Runner,,A-,70,174,Big 12 Pro Day,4.51,32,6.41,3.86,40,136,0,0.00,0.00,0.00,0.00,6.38,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,A+,B,B+,A,B,B,A,C-,B-,B,C,B,B+,A-,C+,C+,C-,D+,A
74230,Dennis,Davis,COLO,WR,,Route Runner,,A-,69,171,Big 12 Pro Day,4.41,32,6.62,4.04,42,132,0,0.00,0.00,0.00,0.00,7.38,8.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,B+,B,A-,A+,B,B-,A+,D+,D+,C,B-,C+,B,C+,C-,D-,F,C-,A
24987,Steel,Blue,KANS,TE,,Receiving,,B+,78,240,Big 12 Pro Day,4.35,47,6.36,3.75,42,135,0,0.00,0.00,0.00,0.00,9.88,8.15,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,A+,A+,B,A-,A,A,A+,A-,A-,B,A+,B,A+,A-,B-,C-,C+,C-,A
74023,Kenneth,Ring,COLO,TE,,Blocking,,A-,76,262,Big 12 Pro Day,4.68,48,6.81,4.01,38,128,0,0.00,0.00,0.00,0.00,8.00,5.08,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B,A,A+,A+,B,A,C+,B+,A-,A,A+,B,A-,A+,C+,F,F,D+,B+
20033,Andy,Texeira,TTU,OT,,Balanced,,A-,76,298,Big 12 Pro Day,5.60,44,7.05,4.12,36,125,0,0.00,0.00,0.00,0.00,0.00,0.00,7.41,8.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A,A,B-,A+,A,D,B+,A+,B,A-,A,B+,B,D-,C-,D+,C+,A+
20193,Nelson,Greenberg,TTU,OT,,Balanced,,B-,75,296,Big 12 Pro Day,5.20,42,7.22,4.17,34,124,0,0.00,0.00,0.00,0.00,0.00,0.00,5.53,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,A+,C,A,B,B,C+,D,C,C,B,C-,B+,A+,C+,C+,C-,F,C,A-
21412,Cassanova,Jefferson,AZST,OT,,Balanced,,C+,76,295,Big 12 Pro Day,5.71,42,7.00,4.28,32,119,0,0.00,0.00,0.00,0.00,0.00,0.00,6.12,8.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,C+,B-,C,B,B+,A,D-,B,B+,D+,A-,C+,C+,C-,C+,F,B,D-,A+
20367,Josh,Davis,UHOU,OG,,Pass Blocking,,B+,76,305,Big 12 Pro Day,5.46,44,6.85,4.13,34,126,0,0.00,0.00,0.00,0.00,0.00,0.00,10.00,6.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A+,A+,B,B,B,A+,C-,C-,A+,F,C-,A+,A,A+,C-,D,C-,C-,A
21683,Channing,Jones,BAYL,OG,,Pass Blocking,,B,76,288,Big 12 Pro Day,5.32,44,7.35,4.38,34,125,0,0.00,0.00,0.00,0.00,0.00,0.00,7.76,6.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,B+,A,B-,A-,B-,B,F,C,B,F,A-,C,A-,A+,C-,D-,F,D-,B
75343,Tadeusz,Goetz,OKST,OG,,Pass Blocking,,C-,76,288,Big 12 Pro Day,5.67,35,7.41,4.74,30,118,0,0.00,0.00,0.00,0.00,0.00,0.00,6.12,4.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D-,C,C-,D+,D-,C,B,F,D,B+,F,C+,C+,B+,B,D,F,F,D-,C
74380,Francisco,Santiago,UTAH,OG,,Balanced,,A+,75,282,Big 12 Pro Day,5.56,45,7.17,4.30,37,123,0,0.00,0.00,0.00,0.00,0.00,0.00,7.65,6.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A-,B-,A-,A+,C-,B,B,F,A+,B+,C-,C+,C,D-,D-,C-,A+
74387,David,Hager,KANS,OG,,Pass Blocking,,B+,75,277,Big 12 Pro Day,5.36,44,7.03,4.40,35,123,0,0.00,0.00,0.00,0.00,0.00,0.00,7.18,5.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B,C,A,B-,A+,A+,C,C,B+,F,D,B,A+,C-,D+,D-,F,D-,B
20174,Jeff,Walker,UHOU,C,,Run Blocking,,A,77,293,Big 12 Pro Day,5.06,50,6.83,3.90,38,128,0,0.00,0.00,0.00,0.00,0.00,0.00,7.76,8.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A,C,C,A+,A,C-,A+,B,A+,C-,A,A,B,C,D+,C-,C+,C+
20009,Joey,Gosewisch,BAYL,DE,,Balanced,,B,77,288,Big 12 Pro Day,4.61,38,6.88,4.19,35,120,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,5.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,A,A-,B,A-,A,B,F,D+,C-,A-,B,A+,A-,B+,C-,B-,D-,D-,A
20243,Demone,McKinney,TTU,DE,,Balanced,,B-,76,279,Big 12 Pro Day,4.51,36,6.54,3.95,35,126,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.25,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,A,A,B,A,B,A,C-,C,D+,A+,B,A+,A-,C,D,C,D-,C-,A+
78909,Dan,Dinnadane,TCU,DE,,Balanced,,B+,77,260,Big 12 Pro Day,4.61,41,6.64,3.90,37,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,8.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A-,A,A+,A,A,A,F,D,B,A+,A,A,A-,C,B,B,B,D-,A+
20241,Riley,Jennings,WVU,DT,,Balanced,,B,75,286,Big 12 Pro Day,4.95,45,6.76,3.90,37,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.38,6.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,A+,A-,C-,A+,A+,C,C-,D+,C-,A+,A,A,A+,C,C+,C,C,C,A+
20025,Mike,Johnson,WVU,OLB,,Pass Rush,,B-,76,244,Big 12 Pro Day,4.74,34,6.72,3.87,36,130,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,7.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,B+,B,C+,A+,B+,C+,B-,D+,C-,A+,B-,A+,C,B+,C,F,C+,C+,B
