id,college,team_that_season,season_id,year,game_type,first_name,last_name,position,archetype,position_two,archetype_two,height,weight,age,stars,city,high_school,state,personality,work_ethic,overall_grade,agility_grade,speed_grade,carrying_grade,catching_grade,football_iq_grade,route_running_grade,zone_coverage_grade,man_coverage_grade,strength_grade,tackle_grade,pass_block_grade,run_block_grade,pass_rush_grade,run_defense_grade,throw_power_grade,throw_accuracy_grade,kick_power_grade,kick_accuracy_grade,punt_power_grade,punt_accuracy_grade,relative_id,relative_type,notes,passing_yards,pass_attempts,pass_completions,passing_t_ds,interceptions,longest_pass,sacks,rush_attempts,rushing_yards,rushing_t_ds,fumbles,longest_rush,targets,catches,receiving_yards,receiving_t_ds,longest_reception,solo_tackles,assisted_tackles,tackles_for_loss,sacks_made,forced_fumbles,recovered_fumbles,pass_deflections,interceptions_caught,safeties,defensive_t_ds,fg_made,fg_attempts,longest_fg,extra_points_made,extra_points_attempted,kickoff_touchbacks,punts,punt_touchbacks,punts_inside20,kick_returns,kick_return_t_ds,kick_return_yards,punt_returns,punt_return_t_ds,punt_return_yards,st_solo_tackles,st_assisted_tackles,punts_blocked,fg_blocked,snaps,pancakes,sacks_allowed,played_game,started_game,games_played,qb_rating,tackles,rushing_avg,passing_avg,receiving_avg,completion,created_at,was_injured,weeks_of_recovery,injury_type,gross_punt_distance,net_punt_distance,is_redshirt
20821,RICE,PURD,5,4,3,Da'Norris,Valdes,WR,Red Zone Threat,,,75,219,23,3,Carmel,Carmel,IN,Average,Footwork king,B-,B,C+,B-,C,A+,C,B+,A-,A+,C+,D-,B,D+,C+,D+,C+,D-,D+,F,D+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,00:17.7,0,0,,0,0,0
20821,RICE,RICE,6,5,2,Da'Norris,Valdes,WR,Red Zone Threat,,,75,219,23,3,Carmel,Carmel,IN,Average,Footwork king,B-,B,C+,B-,C,A+,C,B+,A-,A+,C+,D-,B,D+,C+,D+,C+,D-,D+,F,D+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,85,54,590,3,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,40,0,0,0,0,811,4,0,0,0,11,0,0,0,0,10.925925925925926,0,15:36.0,0,0,,0,0,0
20821,RICE,RICE,6,5,3,Da'Norris,Valdes,WR,Red Zone Threat,,,75,219,23,3,Carmel,Carmel,IN,Average,Footwork king,B-,B,C+,B-,C,A+,C,B+,A-,A+,C+,D-,B,D+,C+,D+,C+,D-,D+,F,D+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,01:52.7,0,0,,0,0,0
20822,UCLA,UCLA,4,3,2,Jordan,Arroyo,TE,Vertical Threat,,,76,226,23,3,Cameron,C.H. Yoe,TX,Paranoid,Average,F,B,C+,C,B-,C,D,B+,B+,D-,B-,C-,C+,A,C+,C,B,D-,D-,C-,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,01:47.3,0,0,,0,0,0
20822,UCLA,UCLA,5,4,2,Jordan,Arroyo,TE,Vertical Threat,,,76,226,23,3,Cameron,C.H. Yoe,TX,Paranoid,Average,F,B,C+,C,B-,C,D,B+,B+,D-,B-,C-,C+,A,C+,C,B,D-,D-,C-,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,4,0,0,0,0,15,0,44:48.9,0,0,,0,0,0
20822,UCLA,UCLA,6,5,2,Jordan,Arroyo,TE,Vertical Threat,,,76,226,23,3,Cameron,C.H. Yoe,TX,Paranoid,Average,F,B,C+,C,B-,C,D,B+,B+,D-,B-,C-,C+,A,C+,C,B,D-,D-,C-,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,5,40,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,1,0,0,0,12,0,0,0,0,8,0,01:41.1,0,0,,0,0,0
20822,UCLA,UCLA,6,5,3,Jordan,Arroyo,TE,Vertical Threat,,,76,226,23,3,Cameron,C.H. Yoe,TX,Paranoid,Average,F,B,C+,C,B-,C,D,B+,B+,D-,B-,C-,C+,A,C+,C,B,D-,D-,C-,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,2,0,0,0,0,4,0,01:05.5,0,0,,0,0,0
20824,OHIO,OHIO,3,0,2,John,Baron,CB,Man Coverage,,,72,191,23,3,Mars,Mars,PA,Outgoing,Average,B-,C+,B,B,C-,C+,B,C-,A,B-,C,F,C+,B+,B+,B+,B,F,C-,C-,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17:05.7,0,0,,0,0,0
20824,OHIO,OHIO,5,4,2,John,Baron,CB,Man Coverage,,,72,191,23,3,Mars,Mars,PA,Outgoing,Average,B-,C+,B,B,C-,C+,B,C-,A,B-,C,F,C+,B+,B+,B+,B,F,C-,C-,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,04:10.8,0,0,,0,0,0
20824,OHIO,OHIO,6,5,2,John,Baron,CB,Man Coverage,,,72,191,23,3,Mars,Mars,PA,Outgoing,Average,B-,C+,B,B,C-,C+,B,C-,A,B-,C,F,C+,B+,B+,B+,B,F,C-,C-,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,12,0,31,0,0,0,0,02:53.1,0,0,,0,0,0
20824,OHIO,OHIO,6,5,3,John,Baron,CB,Man Coverage,,,72,191,23,3,Mars,Mars,PA,Outgoing,Average,B-,C+,B,B,C-,C+,B,C-,A,B-,C,F,C+,B+,B+,B+,B,F,C-,C-,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,01:00.7,0,0,,0,0,0
20825,WISC,WISC,4,3,2,Sam,Jacobs,SS,Zone Coverage,,,71,195,23,3,San Francisco,Sacred Heart Cathedral Preparatory,CA,Average,Average,B-,C,B-,C+,C-,A+,D,A,C,C,C,F,D,F,B+,C+,C+,C,D,C,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101,0,0,0,0,3,0,1,0,0,0,0,00:51.1,0,0,,0,0,0
20825,WISC,WISC,5,4,2,Sam,Jacobs,SS,Zone Coverage,,,71,195,23,3,San Francisco,Sacred Heart Cathedral Preparatory,CA,Average,Average,B-,C,B-,C+,C-,A+,D,A,C,C,C,F,D,F,B+,C+,C+,C,D,C,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,9,0,24,0,0,0,0,07:05.3,0,0,,0,0,0
20825,WISC,WISC,5,4,3,Sam,Jacobs,SS,Zone Coverage,,,71,195,23,3,San Francisco,Sacred Heart Cathedral Preparatory,CA,Average,Average,B-,C,B-,C+,C-,A+,D,A,C,C,C,F,D,F,B+,C+,C+,C,D,C,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,1,0,0,0,0,0,0,01:01.4,0,0,,0,0,0
20825,WISC,WISC,6,5,2,Sam,Jacobs,SS,Zone Coverage,,,71,195,23,3,San Francisco,Sacred Heart Cathedral Preparatory,CA,Average,Average,B-,C,B-,C+,C-,A+,D,A,C,C,C,F,D,F,B+,C+,C+,C,D,C,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,12,0,41,0,0,0,0,07:14.1,0,0,,0,0,0
20834,UCLA,UCLA,6,5,2,Tyler,Settle,OT,Pass Blocking,,,74,279,23,3,Lorena,Lorena,TX,Average,Average,F,C-,A+,C+,B-,B+,C,C,B,C,B+,A-,C,C-,F,C,C-,C+,F,D+,D+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,01:16.9,0,0,,0,0,0
20838,TNTC,TNTC,6,5,2,Chris,Boshers,CB,Ball Hawk,,,70,191,23,3,Cleveland,White County,GA,Average,Average,D-,D+,D+,C-,B+,C+,B,C,C+,B,F,D,D+,D+,C-,C,B,F,F,F,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,3,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,0,0,12,0,51,0,0,0,0,22:10.2,0,0,,0,0,0
20838,TNTC,TNTC,6,5,3,Chris,Boshers,CB,Ball Hawk,,,70,191,23,3,Cleveland,White County,GA,Average,Average,D-,D+,D+,C-,B+,C+,B,C,C+,B,F,D,D+,D+,C-,C,B,F,F,F,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,1,0,0,0,0,0,0,01:18.4,0,0,,0,0,0
20839,NEB,NEB,5,4,2,Ruben,Dunn,FS,Ball Hawk,,,71,198,23,3,Mesquite,Poteet,TX,Average,Average,D,B-,B-,A,A,C,F,B-,C,C,C-,C+,D+,D-,B-,B+,B+,C-,D,C-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,12,0,46,0,0,0,0,01:26.7,0,0,,0,0,0
20839,NEB,NEB,5,4,3,Ruben,Dunn,FS,Ball Hawk,,,71,198,23,3,Mesquite,Poteet,TX,Average,Average,D,B-,B-,A,A,C,F,B-,C,C,C-,C+,D+,D-,B-,B+,B+,C-,D,C-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,1,0,0,0,0,0,0,00:53.2,0,0,,0,0,0
20839,NEB,NEB,6,5,2,Ruben,Dunn,FS,Ball Hawk,,,71,198,23,3,Mesquite,Poteet,TX,Average,Average,D,B-,B-,A,A,C,F,B-,C,C,C-,C+,D+,D-,B-,B+,B+,C-,D,C-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,12,0,58,0,0,0,0,00:15.8,0,0,,0,0,0
20839,NEB,NEB,6,5,3,Ruben,Dunn,FS,Ball Hawk,,,71,198,23,3,Mesquite,Poteet,TX,Average,Average,D,B-,B-,A,A,C,F,B-,C,C,C-,C+,D+,D-,B-,B+,B+,C-,D,C-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,1,0,0,0,0,0,0,00:31.3,0,0,,0,0,0
20842,TROY,TROY,6,5,2,Jarrad,Reaves,OT,Pass Blocking,,,76,292,23,3,Valrico,Bloomingdale,FL,Lazy,Average,F,C,B-,C,B,C,D+,C,B-,B-,C-,B,C,B-,D+,C-,A-,D+,D,D+,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,9,3,0,0,12,0,0,0,0,0,0,05:14.7,0,0,,0,0,0
20848,WYOM,WYOM,5,4,2,Davon,Lutz,DE,Speed Rusher,,,77,238,23,3,Smithfield,Sky View,UT,Average,Average,C,C,B-,C-,A+,C+,C-,B,C,B,B,D+,C-,B+,C+,A-,B+,F,F,D,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,12,0,47,0,0,0,0,01:12.4,0,0,,0,0,0
20848,WYOM,WYOM,6,5,2,Davon,Lutz,DE,Speed Rusher,,,77,238,23,3,Smithfield,Sky View,UT,Average,Average,C,C,B-,C-,A+,C+,C-,B,C,B,B,D+,C-,B+,C+,A-,B+,F,F,D,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,0,0,0,12,0,50,0,0,0,0,03:43.9,0,0,,0,0,0
20848,WYOM,WYOM,6,5,3,Davon,Lutz,DE,Speed Rusher,,,77,238,23,3,Smithfield,Sky View,UT,Average,Average,C,C,B-,C-,A+,C+,C-,B,C,B,B,D+,C-,B+,C+,A-,B+,F,F,D,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,1,0,0,0,0,0,0,26:13.1,0,0,,0,0,0
20858,UVA,UVA,4,3,2,Isan,Williams,DT,Balanced,,,76,285,23,3,Pinson,Clay-Chalkville,AL,Average,Lazy,F,C-,C,B,B-,C-,D-,A-,D+,C,C,D-,F,C,B+,B-,B-,D+,F,F,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,8,0,5,0,0,0,0,02:43.6,0,0,,0,0,0
20858,UVA,UVA,5,4,2,Isan,Williams,DT,Balanced,,,76,285,23,3,Pinson,Clay-Chalkville,AL,Average,Lazy,F,C-,C,B,B-,C-,D-,A-,D+,C,C,D-,F,C,B+,B-,B-,D+,F,F,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,12,0,35,0,0,0,0,00:17.5,0,0,,0,0,0
20858,UVA,UVA,5,4,3,Isan,Williams,DT,Balanced,,,76,285,23,3,Pinson,Clay-Chalkville,AL,Average,Lazy,F,C-,C,B,B-,C-,D-,A-,D+,C,C,D-,F,C,B+,B-,B-,D+,F,F,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,2,0,6,0,0,0,0,00:20.0,0,0,,0,0,0
20858,UVA,UVA,6,5,2,Isan,Williams,DT,Balanced,,,76,285,23,3,Pinson,Clay-Chalkville,AL,Average,Lazy,F,C-,C,B,B-,C-,D-,A-,D+,C,C,D-,F,C,B+,B-,B-,D+,F,F,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,18,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,12,0,47,0,0,0,0,21:25.3,0,0,,0,0,0
20858,UVA,UVA,6,5,3,Isan,Williams,DT,Balanced,,,76,285,23,3,Pinson,Clay-Chalkville,AL,Average,Lazy,F,C-,C,B,B-,C-,D-,A-,D+,C,C,D-,F,C,B+,B-,B-,D+,F,F,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,1,0,0,0,0,0,0,00:13.4,0,0,,0,0,0
20859,MINN,MINN,4,3,2,Derek,Kidd-Gilchrist,OLB,Pass Rush,,,76,243,23,3,Hogansville,Callaway,GA,Average,Average,F,C+,C-,C,D+,B+,F,C-,C-,C-,A-,D+,D-,A-,D+,B,C,D-,D-,F,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,0,1,0,0,0,0,04:11.3,0,0,,0,0,0
20859,MINN,MINN,5,4,2,Derek,Kidd-Gilchrist,OLB,Pass Rush,,,76,243,23,3,Hogansville,Callaway,GA,Average,Average,F,C+,C-,C,D+,B+,F,C-,C-,C-,A-,D+,D-,A-,D+,B,C,D-,D-,F,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,02:05.7,0,0,,0,0,0
20859,MINN,MINN,6,5,2,Derek,Kidd-Gilchrist,OLB,Pass Rush,,,76,243,23,3,Hogansville,Callaway,GA,Average,Average,F,C+,C-,C,D+,B+,F,C-,C-,C-,A-,D+,D-,A-,D+,B,C,D-,D-,F,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,11,0,28,0,0,0,0,05:16.3,0,0,,0,0,0
20865,LOU,LOU,4,3,2,Kyle,Basham,OLB,Speed,,,76,217,23,3,Russellville,Logan County,KY,Average,Lazy,D-,B,B-,A-,B-,C,F,B,B,C,A,D+,F,C-,B,B,B-,C-,F,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,6,0,1,0,0,0,0,01:22.5,0,0,,0,0,0
20865,LOU,LOU,5,4,2,Kyle,Basham,OLB,Speed,,,76,217,23,3,Russellville,Logan County,KY,Average,Lazy,D-,B,B-,A-,B-,C,F,B,B,C,A,D+,F,C-,B,B,B-,C-,F,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,05:16.3,0,0,,0,0,0
20865,LOU,LOU,5,4,3,Kyle,Basham,OLB,Speed,,,76,217,23,3,Russellville,Logan County,KY,Average,Lazy,D-,B,B-,A-,B-,C,F,B,B,C,A,D+,F,C-,B,B,B-,C-,F,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,01:34.5,0,0,,0,0,0
20865,LOU,LOU,6,5,2,Kyle,Basham,OLB,Speed,,,76,217,23,3,Russellville,Logan County,KY,Average,Lazy,D-,B,B-,A-,B-,C,F,B,B,C,A,D+,F,C-,B,B,B-,C-,F,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,12,0,39,0,0,0,0,03:48.4,0,0,,0,0,0
20865,LOU,LOU,6,5,3,Kyle,Basham,OLB,Speed,,,76,217,23,3,Russellville,Logan County,KY,Average,Lazy,D-,B,B-,A-,B-,C,F,B,B,C,A,D+,F,C-,B,B,B-,C-,F,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,0,0,0,0,02:29.9,0,0,,0,0,0
20873,TTU,TTU,5,4,2,Zach,Cabrera,C,Pass Blocking,OG,Pass Blocking,76,287,23,3,Hamilton,Badin,OH,Average,Persistant,D+,C,B+,B+,D+,C,F,A,A+,C,B,C+,C-,C-,B,B,B,D-,F,C-,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,0,0,0,2,0,0,0,0,0,0,00:18.0,0,0,,0,0,0
20873,TTU,TTU,6,5,2,Zach,Cabrera,C,Pass Blocking,OG,Pass Blocking,76,287,23,3,Hamilton,Badin,OH,Average,Persistant,D+,C,B+,B+,D+,C,F,A,A+,C,B,C+,C-,C-,B,B,B,D-,F,C-,D,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1,1,0,0,3,0,0,0,0,0,0,30:09.7,0,0,,0,0,0
20876,IND,IND,3,2,2,Jermaine,Huang,FS,Zone Coverage,,,72,190,23,3,St. Clairsville,St. Clairsville,OH,Average,Hard-working,B-,B-,C,B,C,B+,D-,A,D,C,C,F,F,F,C+,D+,C-,F,C-,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,379,0,0,0,0,12,0,2,0,0,0,0,06:16.4,0,0,,0,0,0
20876,IND,IND,4,3,2,Jermaine,Huang,FS,Zone Coverage,,,72,190,23,3,St. Clairsville,St. Clairsville,OH,Average,Hard-working,B-,B-,C,B,C,B+,D-,A,D,C,C,F,F,F,C+,D+,C-,F,C-,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,944,0,0,0,0,12,0,33,0,0,0,0,00:12.2,0,0,,0,0,0
20876,IND,IND,4,2024,3,Jermaine,Huang,FS,Zone Coverage,,,72,190,23,3,St. Clairsville,St. Clairsville,OH,Average,Hard-working,B-,B-,C,B,C,B+,D-,A,D,C,C,F,F,F,C+,D+,C-,F,C-,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,0,0,0,0,18:46.0,0,0,,0,0,0
20876,IND,IND,5,4,2,Jermaine,Huang,FS,Zone Coverage,,,72,190,23,3,St. Clairsville,St. Clairsville,OH,Average,Hard-working,B-,B-,C,B,C,B+,D-,A,D,C,C,F,F,F,C+,D+,C-,F,C-,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,11,0,53,0,0,0,0,00:11.3,0,0,,0,0,0
20876,IND,IND,6,5,2,Jermaine,Huang,FS,Zone Coverage,,,72,190,23,3,St. Clairsville,St. Clairsville,OH,Average,Hard-working,B-,B-,C,B,C,B+,D-,A,D,C,C,F,F,F,C+,D+,C-,F,C-,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,12,0,51,0,0,0,0,02:25.2,0,0,,0,0,0
20876,IND,IND,6,5,3,Jermaine,Huang,FS,Zone Coverage,,,72,190,23,3,St. Clairsville,St. Clairsville,OH,Average,Hard-working,B-,B-,C,B,C,B+,D-,A,D,C,C,F,F,F,C+,D+,C-,F,C-,D-,F,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,2,0,7,0,0,0,0,00:33.4,0,0,,0,0,0
20880,MRMK,UCLA,5,4,2,Jonathan,De La Rosa,RB,Speed,,,69,202,23,3,Bedford,Bedford North Lawrence,IN,Average,Average,C,B-,B,C,C,B-,D-,C,C-,B-,C-,C,D+,C,F,C,C-,D,D+,F,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,45:05.8,0,0,,0,0,0
20880,MRMK,MRMK,6,5,2,Jonathan,De La Rosa,RB,Speed,,,69,202,23,3,Bedford,Bedford North Lawrence,IN,Average,Average,C,B-,B,C,C,B-,D-,C,C-,B-,C-,C,D+,C,F,C,C-,D,D+,F,D-,0,0,,0,0,0,0,0,0,0,11,56,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,64,0,0,0,0,12,0,0,5.090909090909091,0,0,0,19:55.9,0,0,,0,0,0
20888,LOU,LOU,4,3,2,Sean,Shields,DE,Run Stopper,,,75,277,23,3,Evansville,Evansville Central,IN,Average,Persistant,C,C-,C+,A,D,B,F,B,B,A,B-,D+,D-,C-,B+,C-,D+,F,F,C-,D+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,01:22.2,0,0,,0,0,0
